,product_name_list,price_lst
1216,ياطب عدس أحمر حب 1 كيلو,14.75
1217,بوك قشطه خفيفه 170 جرام,4.25
1218,مازولا مايونيز مايو تشب 340 مل,10.75
1219,فرشلي زبدة الفول السوداني الخشنة 510 جرا...,14.95
1220,اسناد دقة مديني 250 جرام,12.5
1221,تراي سي شراب الليمون 2.5  كيلوجرام,39.95
1222,كارفور شراب الليمون 750 مل,14.95
1223,لواكر ويفر الشوكولاتة 38 جرام 25 حبة,72.0
1224,واتيز بازيلاء خضراء 450 جرام,9.5
1225,نستله بيور لايف مياه 330 مل 12 حبة,5.25
1226,هرفي برجر دجاج بالبقسماط 450 جرام,17.6
1227,كاجي ويفر بشوكولاتة الحليب 50 جرام &time...,23.5
1228,أولكر بسكويت شاي 80 جرام × 12 حبة,11.95
1229,فريشلي خل أبيض مقطر 907 جرام,7.25
1230,البطل فشار بالجبنة 23 جرام,1.0
1231,نستلة حليب مكثف محلى 405 جرام,8.75
1232,كويكر كوكيز قطع الشوكولاته  9 جرام,15.75
1233,بصل أخضرعضوي - كيس 100 جرام,4.95
1234,مهران بهارات برياني 50 جرام,5.0
1235,مهران بهار سمك 100 جرام,7.25
1236,العلالي مكرونة بيني 450 جرام,3.95
1237,أولكر شوكو بسكويت بالشوكولاتة 22.5 جرام ...,12.5
1238,هناء سمن نباتي بنكهة الزبدة 500 مل,8.5
1239,كارفور سالمون مدخن مع التوت 100 جرام,39.95
1240,سنبلة سبرينق رول بالبيض 345 جرام,6.75
1241,فرشلي ذرة حب 185 جم,3.2
1242,السعودية بطاطس مقلية 2.5 كيلو جرام,19.95
1243,الكبير سمبوسة الجبنة 12 حبة - 240 جرام,13.75
1244,شان خليط بهار كاري 60 جرام,4.25
1245,ثوم كيس 450 الى 550 جرام,4.95
1246,ريتر سبورت شوكولاته بيضاء بالبندق الكامل...,9.75
1247,كاندريل محلي 300 قرص,30.95
1248,كوبوليفا شرائح زيتون اسود 114 جرام,5.0
1249,لواكر ويفر بالفانيلا 45 جرام 25 حبة,72.0
1250,بون ماما مربى التوت 370 جم,17.95
1251,"أروى مياه شرب معبأة 1,5 لتر",1.75
1252,الكبير كريزي قطع الدجاج 400 جرام,16.95
1253,لامبستون بطاطس كريسكت 2.5 كيلو جرام,36.35
1254,باونتي شوكولاته 57 جرام,2.8
1255,حلاوة طحينية سادة (للكيلو),18.95
1256,لي بالودير ملح بحر عضوي 500 جرام,25.95
1257,زين عدس أحمر 1  كيلوجرام,10.0
1258,بورقات حلاوة جيلي جلو ستيكس 175 جرام,7.75
1259,ليبيز ذرة بالكريمة 241 جرام,4.5
1260,قودي ذرة حبة كاملة 340 جم,3.8
1261,ياطب حمص مطحون 1  كيلوجرام,8.75
1262,فانتا برتقال 250 مل,2.5
1263,فيريرو روشيه 300 جرام,43.25
1264,نوفا مياه 12 لتر,7.95
1265,كارفور شوكولاتة داكنة ميني 40 حبة 198 جر...,22.5
1266,ديمه 3 في 1 بسكويت 40 جرام × 12 &t...,13.95
1267,لواكر ويفر بكريمة البندق 38 جرام 25 حبات,72.0
1268,التاج قشطة بالعسل 155   جرام,5.0
1269,كيلوجز كورن فليكس 375 جم,10.95
1270,فوستر كلارك بودرة كاسترد 450 جرام,6.75
1271,نستله مياه للاطفال 330 مل - 12 حبة,9.0
1272,سنيكرز شوكولاتة 50 جرام 24 حبة,57.75
1273,ليز بطاطس بالفلفل المكسيكي 50 جم,2.0
1274,سن توب شراب الفواكه المشكلة علب صغيرة 12...,11.25
1275,كارفور خبز التوست كامل 500 جرام,12.95
1276,ميرندا برتقال علبة 150 مل × 30,44.95
1277,المراعي فيتال زبادي قليل الدسم 2 لتر,8.0
1278,ليز فورنو بطاطس باللبنة و النعناع 170 جم,6.5
1279,صن بايتس خبز محمص بالجبن و الاعشاب 110 ج...,4.95
1280,بايارا مسحوق الزنجبيل 330 مل,9.95
1281,مهران بهارات مشكلة حارة 100 جرام,9.25
1282,البطل فشار بالجبنة 117 جرام,4.95
1283,تسالي بطاطس بالفلفل الحار 170 جرام,5.0
1284,ماجي شوربة خضار الربيع 59 جمرام - 12 حبة,3.95
1285,هرشيز شراب - عبوتان خصم 20%,28.5
1286,امريكانا نقانق حار 340 جرام,7.5
1287,كادبوري شوكولاتة بالبندق 37 جرام,2.95
1288,كرفس عضوي - كيس 200 جرام,9.95
1289,راني عصير جوافة 1.5 لتر,4.1
1290,أبو بنتين أرز أمريكي طويل الحبة 10  كيلو...,55.95
1291,ماكفيتيز بسكويت دايجستف اوريجنال 250 جرا...,7.75
1292,إن ون شرائح لوز 500 جرام,38.5
1293,كارفور بايو كوكيز 200 جرام,14.75
1294,نادك حليب كامل الدسم طويل الأجل 200 مل,1.5
1295,فريشلي خردل 255 جرام,4.95
1296,الشفاء عسل طبيعي 100% 500  جرام,29.75
1297,ريغليز سبير مينت علكة بالنعناع البارد 13...,1.0
1298,كوسه جاهزه للحشو - صحن 450 جرام,11.95
1299,قودي شيرة البانكيك الاصلية 710 مل,12.75
1300,كارفور قهوة عربية أروما منزوعة الكافيين ...,14.95
1301,باذنجان جاهز للحشو - صحن 450 جرام,11.95
1302,نادك جبنة شيدر قابلة للدهن 500 جرام,14.75
1303,تويننغز شاي ايرل جراي - 50 حبة,30.95
1304,نستله بيور لايف مياه 600 مل - 12 حبة,8.25
1305,كارفور بيتزا سلمون 420 جرام,18.95
1306,مولر كورنر وجبة خفيفة بالفانيلا والشوكول...,13.5
1307,سبرايت 250 مل,2.5
1308,ديمة بسكويت شاي 150 جرام 12 حبة,20.95
1309,تسالي بطاطس بالفلفل الحار 26 جرام,1.0
1310,كي دي دي معجون الطماطم 135 جم - 8 حبة,9.95
1311,يمامه كيك براوني 21 جرام,6.5
1312,فانتا مشروب غازي بالبرتقال 330 مل,2.5
1313,ليبتون شاي كرتون - 25 حبة,5.25
1314,موسي بيرة لايت 330 مل - 6 حبة,28.95
1315,ستورك كافيار أحمر 50 جرام,23.5
1316,فوستر كلارك بيكنج باودر 450 جرام,12.95
1317,حلواني مرتديلا لحم بقري سادة (للكيلو),35.95
1318,نوفا مياه 550 مل - 24 حبة,16.95
1319,شمس زيت دوار الشمس 3.5 لتر,31.95
1320,الربيع عصير تفاح 200 مل 18 حبة,16.5
1321,الكبير دجاج تكة تندوري 240 جرام,10.95
1322,بيب كاتشب الطماطم 340 جرام,2.5
1323,أستر جبنة عكاوي (للكيلو),39.95
1324,الشفاء عسل الغابة السوداء 125 جرام,24.95
1325,بيتي كروكر خلطة كيك بالشوكولاتة الداكنة ...,9.95
1326,فوستر كلاركس ملون طعام أزرق 28 مل,2.75
1327,ياطب حمص مطحون 500 جرام,4.75
1328,لانجنيز عسل الغابة السوداء 500 جرام,107.75
1329,سيزر عصير برتقال و جزر 1 ل,5.0
1330,قودي مايونيز ساده 946 جرام,11.95
1331,ياطب حمص حب 1  كيلوجرام,11.5
1332,فريز شراب ليمون و زنجبيل 275 مل,5.0
1333,المراعي لبن كامل الدسم 1 لتر,4.5
1334,لونا فاصولياء بالطماطم 400 جم,3.0
1335,بالزن زوو بسكويت أطفال اشكال حيوانات 100...,6.5
1336,امريكانا نجتس الدجاج بالجبنة 400 جرام,17.6
1337,بيهوفار عسل الغابة السوداء 1 كغ,146.95
1338,بيوقلز سناك ذرة بالطعم الأصلي 18 جرام  -...,18.5
1339,مزارع استرا السمان الممتاز 600 جرام,19.95
1340,قودي خل أبيض 980 مل,3.95
1341,كارفور حبوب إفطار (موسلي) 750 جرام,18.95
1342,بوك كريمة خفق 1 لتر,22.95
1343,ساديا دجاج مجمد 1.2 كج × 10,141.95
1344,كوكاكولا قارورة 250 مل,2.5
1345,أطلس حمص حب 580  جرام,5.95
1346,قساطلي شتورة عصير جلاب تمر 600 مل,19.95
1347,الأجندة حمص بودرة 1 كيلوغرام,10.5
1348,كلوقز كورن فليكس بالشوكولاتة 375 جرام,19.95
1349,فريز شراب أناناس و جوزهند 275 مل,5.0
1350,فرشلي شراب الذرة الخفيف 24 اونص,12.5
1351,ليبتون شاي مثلج بالليمون 320 مل - 6 حبة,12.5
1352,مولر زبادي يوناني بنكهة الكرز الأسود 150...,8.95
1353,ليبيز اناناس مقطع 570 جرام,7.95
1354,ريتر شوكولاته بالكورن فليكس 100 جرام,9.75
1355,زين سميد 1  كيلوجرام,7.5
1356,ديمه حلوى طرية مشكلة 700 جرام,14.95
1357,بوك جبنه كريم قابلة للدهن 910 جرام,27.75
1358,قودي شرائح خوخ في شراب 425 جم,6.75
1359,كادي شراب أزرق فوار 300 مل,3.35
1360,اسناد ابازير رز كابلي 200 جرام,15.5
1361,الخير قهوة هرري 5 كج,189.95
1362,ساديا برجر لحم 1344 جرام,43.25
1363,أمريكانا بطاطس مقلية 2.5 كيلو جرام,19.95
1364,ليندت شوكولاتة ليندور بالحليب 500 جرام,62.95
1365,ساديا دجاج مجمد 1.2 كج,14.25
1366,نسكافيه 3 في 1 قهوة كلاسيك 20 جرام - 30 ...,27.95
1367,نادك حليب قليل دسم طويل الأجل 1 لتر,4.5
1368,قودي مايونيز الأصلي 473 مل,9.95
1369,توت اسود مستورد - علبة 125 جرام,17.95
1370,رمان احمر (للكيلو),17.9
1371,الوطنية بيض كبير 30 قطع,15.95
1372,بيرفيتو مكرونة بيني ريغاتي 500 جرام,4.95
1373,ساديا ناجتس دجاج بالجبنة 270 جرام,10.5
1374,بربيكان بيرة فراولة 300 مل,4.75
1375,زيتون أخضر مصري (للكيلو),12.95
1376,نستله نسكويك شراب الشوكولاتة 200 جرام,7.95
1377,ليز بطاطس بالفلفل 170 جم,5.5
1378,غرينز خليط كريم كراميل فانيلا 70 جم - 12...,29.5
1379,ساديا دجاج مجمد 900 جرام × 10,99.7
1380,أمريكانا خضار مشكلة 450 جرام,7.95
1381,بورغات اصابع بسكويت و شوكولاتة 20 جرام,1.25
1382,كارفور سوريمي مبشورة 200 جرام,14.95
1383,هرفتي خبز التوست البر جامبو 700 جرام,4.2
1384,بينار لبنة 400 جرام,14.95
1385,العلالي بودرة شوكولاتة داكنة 100 جرام,9.5
1386,فريكو جبنة ماسدام 150 جرام,11.95
1387,واتيز خضار مشكلة 450 جرام,9.5
1388,بيست فول سوداني مملح 15 غ,0.5
1389,كارفور بايو موسلي بالفواكه 500 غ,28.5
1390,كارفور سمك سالمون مدخن 4 قطع 140 جرام,48.95
1391,حلواني حلاوة طحينية سادة 250 جم,9.1
1392,العلالي مسحوق الكاسترد 450 جرام,7.95
1393,تيلدا أرز بسمتي أبيض 10 كيلو,133.9
1394,لندت ليندور بالحليب 100 جرام,12.75
1395,ديمه بسكويت الشاي 100 جرام,12.95
1396,لحم غنم نعيمي بالعظم طازج (للكيلو),44.9
1397,المراعي حليب كامل الدسم 2 لتر,8.0
1398,ياطب عدس احمر 500 جرام,7.25
1399,إن ون فستق مقشور 500 جرام,59.95
1400,شرائح اناناس طازجة,9.95
1401,الربيع عصير كوكتيل 200 مل,1.0
1402,إنتاج دجاج كيس 1 كيلو,15.75
1403,فلوريدا ناتشورال عصير برتقال طبيعي مع ال...,10.25
1404,فلفل عضوي - صحن 300 جرام,12.95
1405,المراعي جبنة شرائح للبرجر 200 جرام,6.65
1406,أديتكو قهوة لقمتي 5 كج,135.95
1407,كارفور بايو بسكويت قمح أسمر خالي من السك...,14.95
1408,حياة زيت نباتي 1.8 لتر,10.95
1409,موسي بيرة توت 330 مل,4.95
1410,المراعي حليب مبخر قليل الدسم 170 جرام,2.1
1411,كارفور شرائح جبنة إيدام 200 جرام,17.5
1412,فريشلي خردل 907 جرام,9.95
1413,ديليسو تتبيلة فرنسية 267 مل,7.95
1414,ياطب ماش اخضر 1  كيلوجرام,11.5
1415,البطل شيبس باللفلفل 23 × 14,12.25
1416,بيتي كروكر خليط بان كيك 995 جرام,16.5
1417,دو نقانق دجاج بالجبنة 400 جرام 10 حبات,6.25
1418,كعك بالسمسم 6 حبات,3.5
1419,سنبله كنافه 500 جرام,7.95
1420,بايارا زبيب ذهبي 400 جرام,12.95
1421,جولي تايم فشار بالجبنة 298 جم,11.75
1422,السنبلة برجرالدجاج 1344 جرام × 24,30.75
1423,ساديا دجاج مجمد 2.5 كج,53.95
1424,جالاكسي فلوتس شوكولاتة أصبعين 22.5 جرام ...,36.5
1425,برايد قالب جبنة شيدر 1.8 كيلو,53.95
1426,داري جبنة فيتا (للكيلو),12.95
1427,المنى حلاوة طحينية شعر 1 كج,29.95
1428,فريشلي صلصة دهن للساندويش 453 جرام,10.25
1429,كاجي ويفر ميني 125 جرام,17.95
1430,كي دي دي شراب الكرز 180 مل,1.25
1431,جرينز جيلي برتقال 80 جم,1.95
1432,جرينز جيلي توت 80 جم × 12,21.95
1433,بريزيدن جبنة مثلثات 120 جرام 8 حبات,3.95
1434,نادك عصير فراولة 300 مل,2.0
1435,أولكر ديلوكس ويفر 40 جرام - 12 حبة,12.5
1436,ريو ماري لحم تونة خفيف بزيت الزيتون 80 ج...,22.95
1437,بيرفيتو مكرونة فيسكيوني ريجاتي 500 جرام,4.95
1438,نادك عصير تفاح 200 مل,1.0
1439,راني عصير برتقال بالحبيبات 180 مل,1.0
1440,العلالي مربى توت 400 جرام,7.5
1441,ساديا ناجتس دجاج مقرمش 750 جرام,25.95
1442,ملفوف ابيض (للكيلو),2.45
1443,ريغليز نعناع 5 حبة 13 جرام,1.0
1444,كارفور بايو خبز توست بالقمح 300 جرام,14.95
1445,اولكر لبنة 550 جرام,15.95
1446,فيتا برجر دجاج 20 قطع,24.5
1447,كارفور مهروس سمكة القد 250 جرام,18.95
1448,بوك جبنة كريم قابلة للدهن طعم الشيدر 500...,16.95
1449,كارفور بايو أرز تايلندي 500 جرام,13.5
1450,باريلا معكرونة سباغيتيني 500  جرام,6.75
1451,فيتا ناغيت الدجاج الحار 400 جرام,14.5
1452,الصافي كريم كراميل 80 جرام,1.05
1453,فيريرو روشيه 200 جرام,26.95
1454,الكبير برجر الخضار 240 جرام 4 قطع,10.0
1455,بينار لبنة 700 جرام,22.95
1456,فرشلي خل تفاح طبيعي 907 جرام,7.25
1457,الوطنية أرجل دجاج طازجة 450 جرام,8.5
1458,لواكر ويفر بالشوكولاته 125 جم,12.75
1459,زيتون أخضر محشي أسباني (للكيلو),19.95
1460,فوستر كلارك ملون طعام اخضر 28 مل,2.75
1461,تانج شراب ليمون 2.5  كيلوجرام,36.95
1462,دافيدوف قهوة سريعة ريتش اروما 100 جرام,28.95
1463,كارفور جبنة طرية خفيفة خالية من الدهون 1...,19.95
1464,كارفور كورن فليكس 500 جرام,9.95
1465,جيشا تونا بزيت دوار الشمس 185جرام,7.5
1466,بوك لبنة 180 جرام,6.95
1467,ترولي حلاوة جيلي توت بري 175 جرام,9.75
1468,مارس شوكولاتة مينيز 150 جرام,11.25
1469,ستورك ميرسي شوكولاتة منوعة 250 جرام,30.5
1470,ماكين كيكة الشوكلاته 510 جرام,28.5
1471,ياطب حمص مجروش 500 جرام,4.25
1472,هولستن شراب شعير بنكهة الفراولة 330 مل &...,31.0
1473,السعودية معجون طماطم 135 جرام × 16,17.75
1474,نسلته كت كات اصبعين وبفر ميني 250 جرام,14.75
1475,صدر بط محشي بالكبد 300 جرام,74.95
1476,أبو قوس حليب مكثف محلى 397 جرام,6.75
1477,كارفور جبنة فانيلا طرية 100 جرام 8 حبات,26.5
1478,سنبلة بف باستري مربعات 800 جرام,12.5
1479,هولستن شراب شعير بنكهة العنب الأسود 330 ...,5.75
1480,مازولا سمن نباتي بنكهة الزبدة 500 مل,10.75
1481,أفوكادو طازج (للكيلو),17.9
1482,ندى حليب طازج كامل الدسم 800 مل,3.0
1483,كارفور مربى الكرز 370 غ,11.5
1484,ياطب حمص حب 2 كيلو,19.5
1485,كيري جبنة مربعات 324 جرام,12.25
1486,قودي شرائح خوخ جرام ليظه 822 جم,10.5
1487,كرافت جبنة تشيدر 200 جرام,8.3
1488,نادك جبنة فيتا 200 جرام,6.25
1489,نادك جبنة مثلثات 240 جرام,5.25
1490,شوغر ان ذا رو سكر خام طبيعي اكياس 453 جر...,13.95
1491,مستر كريسب  بطاطس مقرمشة نكهة الهلبينو 6...,8.5
1492,العلالي بيكنج باودر 100 جرام,3.75
1493,لونا قشطة 155 جم,3.75
1494,السعودية حليب كامل الدسم طويل الأجل  500...,3.0
1495,عصير كوكتيل طازج 1 لتر,20.95
1496,هرفي برجر دجاج بالبقسماط 840 جرام,27.95
1497,امريكان جاردن مايونيز 887 جرام,14.25
1498,حلواني اخوان مربى مشمش 800 جم,13.95
1499,لونا فاصوليا خضراء 400 جم,2.5
1500,كلاسنو كابوتشينو 18 غ,14.5
1501,ساسو زيت زيتون 175 مل,10.0
1502,ندى قشطة حامضة 200 جرام,5.8
1503,ندى لبن طازج كامل الدسم 1.75 لتر,6.5
1504,هرفي شابورة أصلية 375 جرام,5.5
1505,إن ون شرائح جبن تشيدر 500 جم,10.95
1506,القصيم مياه 5 لتر,3.75
1507,صفا مياه مكه المكرمه 5 لتر,3.75
1508,هيرشيز شراب شوكولاتة 650 جم,17.95
1509,كارفور زبادي بنكهة الليمون 125 جرام 4 حب...,11.5
1510,سفن اب مشروب غازي خالي من السكر علبة 330...,57.95
1511,الرفاعي مكسرات مشكلة 200 جرام,15.75
1512,ريو ماري تونا بزيت الزيتون 80 جرام 6 حبا...,40.95
1513,ليز فورنو بالفلفل الأسود 170 جم,6.5
1514,اسناد بودرة مرق الدجاج 12 جرام,10.0
1515,راني عصير فواكه مشكلة 1.5 لتر,4.1
1516,الكبير اصابع الجبنة والجلابينو 9-10 حبة ...,11.75
1517,العلالي شطة حارة 473 مل,3.95
1518,لواكر ويفر بكريمة البندق كيس 250 جرام,17.5
1519,العلالي دقيق الذرة 100 جرام,1.75
1520,فونتي كعك شوكولاتة 125 جرام 4 حبات,11.5
1521,كارفور بسكويت بالشوكولاتة 100 جرام حبتبن,14.95
1522,فرشلي بديل جبنة البرميزان 454 جرام,26.5
1523,اسناد بهارات المأكولات البحرية 200 جرام,14.5
1524,كيندر شوكولاتة 100 جرام,5.5
1525,كي دي دي عصير مانجو 180 مل - 24 حبة,25.5
1526,ميرندا مشروب غازي بالبرتقال 2.25 لتر,8.0
1527,فريشلي فاصوليا حمراء 15 اونص,5.0
1528,الوطنية أفخاذ دجاج طازجة 450 جرام,7.5
1529,سن توب شراب المانجو 125 مل - 24 حبة,11.25
1530,فيتا برجر لحم 20 قطع,23.5
1531,المراعي حليب قليل الدسم طويل الأجل  1 لت...,4.0
1532,وايت سوان أرز كالروز 2  كيلوجرام,11.75
1533,نادك زبادي كامل الدسم 2 كيلو,13.0
1534,الربيع عصير تفاح 120 مل,22.95
1535,برينجلز بطاطس بالفلفل الحار 40 جرام,3.25
1536,اسناد توابل المعمول و الحلويات 200 جرام,15.5
1537,بوك صلصة طماطم و كريمه 500 مل,15.5
1538,هالة زيت دوار الشمس 1.8 لتر,12.25
1539,فرشلي مكرونة لينجوين 435 جرام,10.75
1540,ريغليز إكسترا علكة بالنعناع خالية من الس...,49.95
1541,كارفور مشمش في شراب خفيف,9.95
1542,داري جبنة موزاريلا مبشورة 1000 جرام,42.75
1543,اليوم دجاج مجمد 1 كيلو,114.25
1544,"أولايت زيت كانولا 1,8 لتر",20.75
1545,بوهلسنير موهلي حبوب القمح 1 كيلو,17.0
1546,تمارا تمر سكري مكنوز 1 كج,18.95
1547,سن توب توت مشكل 24×125 مل,11.25
1548,ريغليز اكسترا علكة بالنعناع الحار 14 جرا...,1.75
1549,فخذ حاشي بدون عظم طازج (للكيلو),38.9
1550,بادلو شعيرية كبيرة بنكهة الكيمتشي 110 جر...,6.95
1551,كارفور فطائر الجبن 20 × 50 جرام,24.95
1552,رابونزل سميد الذرة 500 جرام,18.5
1553,ستيفانا محلي قوارير 200 جرام,17.95
1554,ماجي شعيرية سريعة التحضير بنكهة البرياني...,6.95
1555,ليبتون شاي مثلج ياسمين ليتشي 275 مل &tim...,12.5
1556,ستيفيا محلي خالي من السعرات الحرارية - 3...,29.95
1557,خروف نعيمي كامل (أنثى)  من 18 الى 22 كج,590.0
1558,ليندت ميني شوكولاتة الوجوه التعبيرية بال...,32.95
1559,المراعي عصير خوخ و أناناس 1.5 لتر,8.5
1560,ماكنتوش كواليتي ستريت 200 جرام,21.75
1561,اوريجينال جونيور عصير فواكه مشكلة 125 مل...,11.75
1562,تيسير شراب مركز بالخوخ  600 مل,21.5
1563,دي سيكو أرز أربوريو 1 كغ,30.5
1564,الصافي عصير تفاح 1.5 لتر,7.35
1565,ريتر سبورت شوكولاته بالعسل و اللوز الممل...,9.75
1566,شوب رايت بخاخ زيت الزيتون 141 جرام,23.95
1567,نستله بيور لايف مياه 200 مل - 12 حبة,5.25
1568,مصاصات بشوكولاتة الحليب 15 جرام  20 حبة,19.95
1569,نوتيلا شوكولاته قابلة للدهن 825 جرام,35.5
1570,سيليبز زيت جوز الهند عصرة أولى 500 مل,55.95
1571,تمارا تمر صفاوي علبه 1 كج,31.95
1572,الفروج الذهبي ارجل دجاج مجمدة 900 جرام,13.25
1573,السعودية حليب كامل الدسم 200 مل - 24 حبة,31.75
1574,ماجي شعيرية سريعة التحضير بنكهة الخضار 7...,6.5
1575,توفو 500 جرام,18.95
1576,قودي صلصة فرنسية للسلطة 237 مل,8.75
1577,المراعي عصير مانجو مع فواكه مشكلة 200 مل,1.05
1578,كارفور زبدة غير مملحة 250 جرام,26.95
1579,الوطنية دجاج كامل 900 جرام,12.95
1580,الربيع عصير فواكه مشكلة 1 لتر,5.5
1581,الكبير شرائح المانجو مجمد 1 كج,13.5
1582,بيبسي علبة 330 مل × 24,57.95
1583,بيبسي كولا علبة 30 ×  150مل,44.95
1584,نيدو المدعم حليب بودرة كامل الدسم كيس 18...,55.95
1585,الشفاء عسل طبيعي 750  جرام,49.95
1586,ندى قشطة طازجة 100 جرام,3.15
1587,السعودية حليب خالي الدسم طويل الأجل 1 لت...,60.5
1588,مكاتي بسكويت بالثوم 230 جرام,5.0
1589,تباسكو شطة حمراء هلابينو 60 مل,14.5
1590,فوستر كلارك بيكنج باودر 225 جرام,7.25
1591,فريشلي مايونيز 907 جرام,15.95
1592,فاكهة الشربتلي تفاح أخضر علبة 1.5 كج,13.95
1593,ماركال لوبياء الأزوكي 500 جرام,26.95
1594,المثالي حليب بودرة كامل الدسم 1.8 كيلو,49.95
1595,كارفور فاصوليا خضراء 720 مل,9.95
1596,لو ساريتا كيك بالشوكولاته 230 جرام,11.95
1597,سوروتي مياه معدنية فوارة 250 مل,3.95
1598,مجدي فلفل ابيض ناعم 100 جرام,18.5
1599,مازولا مايونيز 340 مل,10.0
1600,اسناد مسحوق كاري حار 200 جرام,12.5
1601,تيفاني كوكيز بالزبدة 40 جرام,1.25
1602,فرسانا زبدة غير مملحة 100 جرام,5.0
1603,إن ون عدس أخضر 1 كجم,9.95
1604,تبرك روبيان للطبخ 500 جرام,16.25
1605,كي دي دي عصير تفاح 180 مل - 24 حبة,25.5
1606,الكبير سبرينق رول بالخضار 280 جرام,10.0
1607,صنوايت أرز كالروز 2  كيلوجرام,13.5
1608,الوطنية دجاج طازج كيس 1 كيلو,13.95
1609,السنبلة بطاطس مقلية 2.5 كيلو جرام,18.75
1610,بيتوني معكرونة سباغيتي 500 غ,7.5
1611,ريو ماري بزيت الزيتون والثوم والفلفل الح...,28.0
1612,فوستر كلارك نكهة الفانيلا 28 مل,2.75
1613,هارفست أناناس شرائح 567 جرام,6.95
1614,عافية زيت الذرة 0.75 مل,11.65
1615,رحمه زيت زيتون بكر 175 مل,8.95
1616,فوستر كلارك دقيق الذرة 100 جرام,1.75
1617,اسناد فلفل اسود مطحون 100 جرام,8.95
1618,كارفور بيتزا 4 اجبان 450 جرام,12.5
1619,فيمتو شراب توت علبة 250 مل,1.5
1620,الأسره سكر ناعم علبه 2 كيلو,8.25
1621,ليندت ليندور بالبندق 100 جرام,12.75
1622,سويت آن لو محلي قليل السعرات  100 حبة,24.5
1623,لو سيروب دو مونان شراب وايلد ونعناع 700 ...,42.95
1624,امريكانا باوند كيك بالفانيلا 290 جرام,13.25
1625,كيندر بوينو شوكولاتة داكنة 43 جرام,2.75
1626,كارفور قهوة كولومبيا أكواب 10 حبات,15.95
1627,بالسين بسكويت بالشوكولاتة 106   جرام,10.5
1628,بران تشاناتشور سناك حار 150 جرام,2.25
1629,بايو آيديا بازلاء خضراء مطهية بالبخار 40...,23.95
1630,دول عصير أناناس 1.36 لتر,10.0
1631,ألبرو حليب صويا بالفانيلا 1 لتر,17.5
1632,بيورج حبوب إفطار موسلي عضوي بالفواكه 375...,39.5
1633,بيونا بذور التشيا الخام 450 جرام,89.95
1634,كارفور فول مدمس مع حمص 400 جم,2.95
1635,المراعي لبن زبادي حامض كامل الدسم 1 كيلو,7.35
1636,ندى زبادي يوناني بالعسل 360 جرام,6.95
1637,فيمتو شراب 250 مل,9.0
1638,اليوم سيقان دجاج منزوعة الجلد 400 جرام,10.95
1639,لونا فاصوليا بصلصة الطماطم الحارة 400 جم,4.25
1640,ماجي خلطة الليمون والفلفل 37 جرام,5.95
1641,كعك فلات كمون 1 كج,27.0
1642,بايارا أعشاب 100 مل,6.95
1643,سيشار كورن فليكس 250 جرام,22.0
1644,علي تي شاي بالزنجبيل 20جرام 12 حبة,14.95
1645,ندى زبادي يوناني سادة خالي من الدهون 160...,4.0
1646,كعك أصابع حبة السوداء 1 كج,27.0
1647,كارفور قالب جبنة ماعز 60 جرام حبتين,28.5
1648,برينجلز رقائق البطاطس الأصلية 200 جرام,12.5
1649,بروبايوس إل نوتريمنتو صلصة الطماطم مع ال...,25.95
1650,راني عصير برتقال وجزر 1.5 لتر,4.1
1651,هاينز مايونيز جولد 940 جرام,16.95
1652,كارفور شراب برتقال سريع التحضير 750 جم,7.95
1653,ريف خبز نخالة 200 جرام,5.25
1654,ساكسا ملح صخري 350 جرام,7.95
1655,المراعي حلى الشوكولاتة 85 جرام,1.0
1656,ماجي شوربة الدجاج بوليون مع الاعشاب الطب...,3.95
1657,لوزين كب كيك الكراميل 30 جم,10.5
1658,أمريكانا صدر دجاج طرية 2 كيلو,40.95
1659,"نستله كيت كات شوكولاتة اصبعين وبفر 19,5 ...",28.5
1660,تلال غوار عجينة سمبوسة 1 كج,7.95
1661,مريندا فراولة 1 لتر,5.0
1662,ساباروت كينوا حمراء 500 جرام,31.5
1663,كعك كراكرز سمسم 1 كج,27.0
1664,كي دي دي صلصة البشاميل 500 مل,7.25
1665,زين برغل خشن 800 جرام,6.95
1666,بايو آيديا مكرونة فوسيلي بيضاء 500 جرام,14.95
1667,غنم رفيدي كامل طازج من 11 الى 13 كج,589.0
1668,علي كافيه قهوة سريعة التحضير 25 جرام,1.0
1669,"كارفور حليب كامل الدسم بودرة 2,25 كيلو",52.95
1670,الواحة عصير خوخ حبيبات 240 مل × 24,22.95
1671,القزي مكسرات مشكلة قلوبات 300 جرام,18.5
1672,هرشيز كيسز شوكولاتة بالحليب 226 جرام,22.95
1673,سوبر كيو شعيرية 160 جرام,3.5
1674,بايارا مسحوق الفلفل الأحمر الحلو 330 مل,11.95
1675,لحم بقري طازج بدون عظم محلي (للكيلو),29.9
1676,كارفور تارت بالتوت 180 جرام,49.5
1677,كتف غنم نعيمي  (للكيلو),49.9
1678,لحم بقري طازج محلي - شرائح من الظهر (للك...,39.9
1679,شنكوز كوكيز بالشوكولاتة 40 جرام 12 حبة,12.95
1680,برينجلز بطاطس بالنكهة الأصلية 70 جرام,5.5
1681,بران مسحوق الكزبرة 200 جرام,3.95
1682,أرلا حليب عضوي قليل الدسم طويل الأجل  1 ...,91.95
1683,نادك عصير تفاح 250 مل,22.5
1684,قودي زبدة فول السوداني مع بذور الكتان وا...,16.95
